#,receptor,ligand,centerx,centery,centerz,sizex,sizey,sizez
i,1AQ1,ZINC00968327,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC01481815,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC01542392,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC01552174,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03812865,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03830332,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03831625,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03860156,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03875334,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC03927870,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC04213946,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC13540266,0.326,26.958,9.102,20.409,20.941,18.476
i,1AQ1,ZINC19594535,0.326,26.958,9.102,20.409,20.941,18.476
i,1HCL,ZINC00968327,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC01481815,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC01542392,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC01552174,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03812865,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03830332,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03831625,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03860156,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03875334,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC03927870,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC04213946,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC13540266,97.680,96.403,79.896,18.000,20.000,22.000
i,1HCL,ZINC19594535,97.680,96.403,79.896,18.000,20.000,22.000
i,1J1B,ANP,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC00968327,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC01481815,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC01542392,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC01552174,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03812865,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03830332,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03831625,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03860156,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03875334,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC03927870,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC04213946,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC13540266,20.304,16.365,-9.814,20.000,20.000,20.000
i,1J1B,ZINC19594535,20.304,16.365,-9.814,20.000,20.000,20.000
i,1LI4,NAD,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC00968327,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC01481815,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC01542392,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC01552174,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03812865,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03830332,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03831625,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03860156,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03875334,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC03927870,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC04213946,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC13540266,35.630,-12.231,104.708,26.000,24.000,18.000
i,1LI4,ZINC19594535,35.630,-12.231,104.708,26.000,24.000,18.000
i,1PKD,ZINC00968327,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC01481815,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC01542392,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC01552174,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03812865,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03830332,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03831625,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03860156,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03875334,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC03927870,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC04213946,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC13540266,6.384,113.012,51.303,20.229,19.200,18.848
i,1PKD,ZINC19594535,6.384,113.012,51.303,20.229,19.200,18.848
i,1V9U,DAO,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC00968327,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC01481815,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC01542392,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC01552174,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03812865,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03830332,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03831625,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03860156,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03875334,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC03927870,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC04213946,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC13540266,-0.318,-127.650,125.531,20.000,22.000,20.000
i,1V9U,ZINC19594535,-0.318,-127.650,125.531,20.000,22.000,20.000
i,2IQH,ZINC00968327,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC01481815,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC01542392,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC01552174,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03812865,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03830332,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03831625,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03860156,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03875334,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC03927870,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC04213946,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC13540266,82.440,100.261,26.307,30.000,24.000,22.000
i,2IQH,ZINC19594535,82.440,100.261,26.307,30.000,24.000,22.000
i,2VQZ,MGT,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC00968327,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC01481815,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC01542392,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC01552174,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03812865,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03830332,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03831625,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03860156,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03875334,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC03927870,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC04213946,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC13540266,46.857,24.018,-30.614,16.000,14.000,18.000
i,2VQZ,ZINC19594535,46.857,24.018,-30.614,16.000,14.000,18.000
i,2XSK,ACT,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC00968327,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC01481815,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC01542392,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC01552174,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03812865,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03830332,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03831625,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03860156,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03875334,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC03927870,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC04213946,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC13540266,14.063,18.670,16.291,16.000,16.000,16.000
i,2XSK,ZINC19594535,14.063,18.670,16.291,16.000,16.000,16.000
i,2ZD1,T27,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC00968327,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC01481815,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC01542392,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC01552174,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03812865,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03830332,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03831625,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03860156,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03875334,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC03927870,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC04213946,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC13540266,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZD1,ZINC19594535,49.712,-28.923,36.824,18.000,18.000,20.000
i,2ZNL,ZINC00968327,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC01481815,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC01542392,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC01552174,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03812865,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03830332,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03831625,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03860156,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03875334,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC03927870,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC04213946,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC13540266,-7.965,-56.681,20.928,30.000,24.000,24.000
i,2ZNL,ZINC19594535,-7.965,-56.681,20.928,30.000,24.000,24.000
i,3BGS,DIH,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC00968327,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC01481815,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC01542392,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC01552174,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03812865,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03830332,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03831625,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03860156,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03875334,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC03927870,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC04213946,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC13540266,15.157,11.025,58.157,18.000,18.000,20.000
i,3BGS,ZINC19594535,15.157,11.025,58.157,18.000,18.000,20.000
i,3H0W,N8M,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC00968327,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC01481815,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC01542392,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC01552174,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03812865,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03830332,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03831625,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03860156,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03875334,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC03927870,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC04213946,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC13540266,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3H0W,ZINC19594535,-17.359,-7.869,5.645,20.000,16.000,18.000
i,3IAR,3D1,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC00968327,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC01481815,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC01542392,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC01552174,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03812865,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03830332,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03831625,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03860156,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03875334,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC03927870,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC04213946,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC13540266,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3IAR,ZINC19594535,8.135,-3.503,-0.112,22.000,16.000,16.000
i,3KFN,4DX,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC00968327,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC01481815,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC01542392,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC01552174,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03812865,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03830332,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03831625,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03860156,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03875334,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC03927870,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC04213946,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC13540266,17.488,5.151,2.530,20.000,20.000,18.000
i,3KFN,ZINC19594535,17.488,5.151,2.530,20.000,20.000,18.000
i,4MBS,MRV,150.000,109.000,22.000,18.000,17.000,15.000
i,A2A_4UHR,ZINC00968327,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,Memantine,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC01481815,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC01542392,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC01552174,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03812865,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03830332,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03831625,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03860156,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03875334,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC03927870,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC04213946,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC13540266,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC19594535,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC00968327,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,Memantine,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC01481815,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC01542392,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC01552174,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03812865,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03830332,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03831625,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03860156,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03875334,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC03927870,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC04213946,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC13540266,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ZINC19594535,-18,8,-40,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00968327,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,Memantine,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC01481815,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC01542392,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC01552174,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03812865,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03830332,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03831625,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03860156,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03875334,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC03927870,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC04213946,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC13540266,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC19594535,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00968327,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,Memantine,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC01481815,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC01542392,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC01552174,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03812865,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03830332,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03831625,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03860156,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03875334,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC03927870,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC04213946,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC13540266,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00_H,ZINC19594535,-30,-16,25,20.409,20.441,18.476
i,Beta2_2RH1,ZINC00968327,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,Memantine,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC01481815,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC01542392,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC01552174,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03812865,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03830332,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03831625,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03860156,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03875334,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC03927870,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC04213946,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC13540266,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1,ZINC19594535,-31,8,6,18.409,18.441,18.476   
i,Beta2_2RH1_H,ZINC00968327,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,Memantine,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC01481815,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC01542392,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC01552174,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03812865,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03830332,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03831625,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03860156,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03875334,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC03927870,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC04213946,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC13540266,-31,8,6,18.409,18.441,18.476
i,Beta2_2RH1_H,ZINC19594535,-31,8,6,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC00968327,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,Memantine,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ,ZINC01481815,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC01542392,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC01552174,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03812865,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03830332,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03831625,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03860156,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03875334,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC03927870,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC04213946,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,ZINC13540266,41,32,317,18.409,18.441,18.476 
i,CB1_5TGZ,AM6538,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ,Cilostazol,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ,ZINC19594535,41,32,317,18.409,18.441,18.476  
i,CB1_5TGZ_H,ZINC00968327,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,AM6538,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,Cilostazol,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,Memantine,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC01481815,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC01542392,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC01552174,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03812865,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03830332,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03831625,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03860156,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03875334,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC03927870,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC04213946,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC13540266,41,32,317,18.409,18.441,18.476
i,CB1_5TGZ_H,ZINC19594535,41,32,317,18.409,18.441,18.476
i,CCR5_4MBS,ZINC00968327,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,Memantine,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC01481815,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC01542392,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC01552174,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03812865,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03830332,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03831625,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03860156,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03875334,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC03927870,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC04213946,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC13540266,155,112,20,18.409,18.441,18.476 
i,CCR5_4MBS,ZINC19594535,155,112,20,18.409,18.441,18.476  
i,CCR5_4MBS_H,ZINC00968327,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,Memantine,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC01481815,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC01542392,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC01552174,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03812865,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03830332,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03831625,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03860156,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03875334,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC03927870,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC04213946,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC13540266,155,112,20,18.409,18.441,18.476
i,CCR5_4MBS_H,ZINC19594535,155,112,20,18.409,18.441,18.476  
